member,costume,type
岸帆夏,2023年 浴衣衣装,ヨリ
岸帆夏,2023年 浴衣衣装,チュウ
岸帆夏,2023年 浴衣衣装,座り
岸帆夏,2023年 浴衣衣装,ヒキ
岸帆夏,9th制服,ヨリ
岸帆夏,9th制服,チュウ
岸帆夏,9th制服,座り
岸帆夏,9th制服,ヒキ
岸帆夏,オーディション制服,ヨリ
岸帆夏,オーディション制服,チュウ
岸帆夏,オーディション制服,座り
岸帆夏,オーディション制服,ヒキ
